ID,Date,Temperature,Avg.light,Max.light
170,5/15/2013 8:00,9.571,15155.7,15155.7
171,5/15/2013 10:00,21.282,126756.4,126756.4
172,5/15/2013 12:00,29.452,198401.3,198401.3
173,5/15/2013 14:00,35.649,220445.9,220445.9
174,5/15/2013 16:00,34.374,187379,187379
175,5/15/2013 18:00,31.37,104711.8,104711.8
176,5/15/2013 20:00,18.331,2927.8,2927.8
177,5/15/2013 22:00,13.076,0,0
178,5/16/2013 0:00,11.431,0,0
179,5/16/2013 2:00,5.962,0,0
180,5/16/2013 4:00,4.831,0,0
181,5/16/2013 6:00,4.415,1162.5,1162.5
182,5/16/2013 8:00,20.901,52355.9,52355.9
183,5/16/2013 10:00,30.356,143289.8,143289.8
184,5/16/2013 12:00,30.356,209423.6,209423.6
185,5/16/2013 14:00,34.903,231468.2,231468.2
186,5/16/2013 16:00,29.953,198401.3,198401.3
187,5/16/2013 18:00,25.513,99200.7,99200.7
188,5/16/2013 20:00,13.173,2755.6,2755.6
189,5/16/2013 22:00,9.669,0,0
190,5/17/2013 0:00,7.582,0,0
191,5/17/2013 2:00,3.155,0,0
192,5/17/2013 4:00,2.73,0,0
193,5/17/2013 6:00,2.088,2152.8,2152.8
194,5/17/2013 8:00,15.187,52355.9,52355.9
195,5/17/2013 10:00,23.581,143289.8,143289.8
196,5/17/2013 12:00,25.513,93689.5,93689.5
197,5/17/2013 14:00,26.879,132267.5,132267.5
198,5/17/2013 16:00,30.457,170845.6,170845.6
199,5/17/2013 18:00,24.062,71644.9,71644.9
200,5/17/2013 20:00,14.421,5511.1,5511.1
201,5/17/2013 22:00,8.581,0,0
202,5/18/2013 0:00,6.674,0,0
203,5/18/2013 2:00,5.86,0,0
204,5/18/2013 4:00,5.037,0,0
205,5/18/2013 6:00,5.244,1377.8,1377.8
206,5/18/2013 8:00,15.569,22044.6,22044.6
207,5/18/2013 10:00,19.948,66133.8,66133.8
208,5/18/2013 12:00,28.655,209423.6,209423.6
209,5/18/2013 14:00,27.665,187379,187379
210,5/18/2013 16:00,28.655,143289.8,143289.8
211,5/18/2013 18:00,26.781,93689.5,93689.5
212,5/18/2013 20:00,17.57,1894.5,1894.5
213,5/18/2013 22:00,16.046,0,0
214,5/19/2013 0:00,15.378,0,0
215,5/19/2013 2:00,14.804,0,0
216,5/19/2013 4:00,14.134,0,0
217,5/19/2013 6:00,12.497,1141,1141
218,5/19/2013 8:00,14.421,10677.8,10677.8
219,5/19/2013 10:00,26.781,121245.2,121245.2
220,5/19/2013 12:00,29.452,165334.4,165334.4
221,5/19/2013 14:00,35.009,198401.3,198401.3
222,5/19/2013 16:00,37.384,170845.6,170845.6
223,5/19/2013 18:00,27.37,74400.5,74400.5
224,5/19/2013 20:00,19.187,7233.4,7233.4
225,5/19/2013 22:00,16.427,0,0
226,5/20/2013 0:00,13.942,0,0
227,5/20/2013 2:00,12.883,0,0
228,5/20/2013 4:00,12.304,0,0
229,5/20/2013 6:00,12.013,1227.1,1227.1
230,5/20/2013 8:00,20.043,37200.2,37200.2
231,5/20/2013 10:00,31.983,121245.2,121245.2
232,5/20/2013 12:00,33.118,66133.8,66133.8
233,5/20/2013 14:00,36.295,46844.8,46844.8
234,5/20/2013 16:00,38.826,176356.7,176356.7
235,5/20/2013 18:00,36.837,99200.7,99200.7
236,5/20/2013 20:00,22.525,3616.7,3616.7
237,5/20/2013 22:00,18.236,0,0
238,5/21/2013 0:00,17.284,0,0
239,5/21/2013 2:00,17.379,0,0
240,5/21/2013 4:00,16.618,0,0
241,5/21/2013 6:00,15.76,979.5,979.5
242,5/21/2013 8:00,22.812,44089.2,44089.2
243,5/21/2013 10:00,25.61,55111.5,55111.5
244,5/21/2013 12:00,32.6,74400.5,74400.5
245,5/21/2013 14:00,25.125,8611.2,8611.2
246,5/21/2013 16:00,26.585,52355.9,52355.9
247,5/21/2013 18:00,18.711,5166.7,5166.7
248,5/21/2013 20:00,18.426,3961.1,3961.1
249,5/21/2013 22:00,16.427,0,0
250,5/22/2013 0:00,16.427,0,0
251,5/22/2013 2:00,15.569,0,0
252,5/22/2013 4:00,14.23,0,0
253,5/22/2013 6:00,14.23,731.9,731.9
254,5/22/2013 8:00,16.332,19289,19289
255,5/22/2013 10:00,20.424,39955.8,39955.8
256,5/22/2013 12:00,22.142,26178,26178
257,5/22/2013 14:00,27.862,66133.8,66133.8
258,5/22/2013 16:00,36.187,176356.7,176356.7
259,5/22/2013 18:00,21.091,28933.5,28933.5
260,5/22/2013 20:00,23.388,5511.1,5511.1
261,5/22/2013 22:00,19.092,0,0
262,5/23/2013 0:00,18.236,0,0
263,5/23/2013 2:00,17.475,0,0
264,5/23/2013 4:00,16.903,0,0
265,5/23/2013 6:00,17.379,688.9,688.9
266,5/23/2013 8:00,21.569,31689.1,31689.1
267,5/23/2013 10:00,27.173,34444.7,34444.7
268,5/23/2013 12:00,27.567,57867,57867
269,5/23/2013 14:00,19.282,66133.8,66133.8
270,5/23/2013 16:00,10.944,19289,19289
271,5/23/2013 18:00,9.571,8611.2,8611.2
272,5/23/2013 20:00,6.674,1550,1550
273,5/23/2013 22:00,4.623,0,0
274,5/24/2013 0:00,3.049,0,0
275,5/24/2013 2:00,3.155,0,0
276,5/24/2013 4:00,3.049,0,0
277,5/24/2013 6:00,2.624,1463.9,1463.9
278,5/24/2013 8:00,6.37,74400.5,74400.5
279,5/24/2013 10:00,8.68,46844.8,46844.8
280,5/24/2013 12:00,15.187,143289.8,143289.8
281,5/24/2013 14:00,16.237,42711.4,42711.4
282,5/24/2013 16:00,17.95,33066.9,33066.9
283,5/24/2013 18:00,20.234,121245.2,121245.2
284,5/24/2013 20:00,7.582,3444.5,3444.5
285,5/24/2013 22:00,4.831,0,0
286,5/25/2013 0:00,3.261,0,0
287,5/25/2013 2:00,2.195,0,0
288,5/25/2013 4:00,1.548,0,0
289,5/25/2013 6:00,2.088,1130.2,1130.2
290,5/25/2013 8:00,13.076,63378.2,63378.2
291,5/25/2013 10:00,20.519,148801,148801
292,5/25/2013 12:00,16.332,24800.2,24800.2
293,5/25/2013 14:00,17.379,33066.9,33066.9
294,5/25/2013 16:00,22.621,198401.3,198401.3
295,5/25/2013 18:00,22.812,121245.2,121245.2
296,5/25/2013 20:00,10.846,3444.5,3444.5
297,5/25/2013 22:00,8.082,0,0
298,5/26/2013 0:00,6.471,0,0
299,5/26/2013 2:00,4.519,0,0
300,5/26/2013 4:00,3.998,0,0
301,5/26/2013 6:00,3.049,1894.5,1894.5
302,5/26/2013 8:00,15.187,63378.2,63378.2
303,5/26/2013 10:00,22.142,148801,148801
304,5/26/2013 12:00,18.521,24800.2,24800.2
305,5/26/2013 14:00,20.519,26178,26178
306,5/26/2013 16:00,24.062,209423.6,209423.6
307,5/26/2013 18:00,25.125,121245.2,121245.2
308,5/26/2013 20:00,13.269,3961.1,3961.1
309,5/26/2013 22:00,5.244,0,0
310,5/27/2013 0:00,3.683,0,0
311,5/27/2013 2:00,1.872,0,0
312,5/27/2013 4:00,0.343,0,0
313,5/27/2013 6:00,0.893,1894.5,1894.5
314,5/27/2013 8:00,16.808,63378.2,63378.2
315,5/27/2013 10:00,27.665,154312.1,154312.1
316,5/27/2013 12:00,25.708,44089.2,44089.2
317,5/27/2013 14:00,25.513,121245.2,121245.2
318,5/27/2013 16:00,33.953,159823.3,159823.3
319,5/27/2013 18:00,29.152,93689.5,93689.5
320,5/27/2013 20:00,18.14,7577.8,7577.8
321,5/27/2013 22:00,11.528,0,0
322,5/28/2013 0:00,10.553,0,0
323,5/28/2013 2:00,10.651,0,0
324,5/28/2013 4:00,12.497,0,0
325,5/28/2013 6:00,12.304,688.9,688.9
326,5/28/2013 8:00,9.965,4305.6,4305.6
327,5/28/2013 10:00,12.11,20666.8,20666.8
328,5/28/2013 12:00,14.23,23422.4,23422.4
329,5/28/2013 14:00,15.76,38578,38578
330,5/28/2013 16:00,15.951,35822.5,35822.5
331,5/28/2013 18:00,12.497,2583.4,2583.4
332,5/28/2013 20:00,13.654,3788.9,3788.9
333,5/28/2013 22:00,14.134,0,0
334,5/29/2013 0:00,13.75,0,0
335,5/29/2013 2:00,15.473,0,0
336,5/29/2013 4:00,16.237,0,0
337,5/29/2013 6:00,15.855,452.1,452.1
338,5/29/2013 8:00,17.57,15844.5,15844.5
339,5/29/2013 10:00,26.195,66133.8,66133.8
340,5/29/2013 12:00,24.062,57867,57867
341,5/29/2013 14:00,25.61,23422.4,23422.4
342,5/29/2013 16:00,35.542,187379,187379
343,5/29/2013 18:00,35.864,110223,110223
344,5/29/2013 20:00,24.351,6200,6200
345,5/29/2013 22:00,19.092,0,0
346,5/30/2013 0:00,18.045,0,0
347,5/30/2013 2:00,16.808,0,0
348,5/30/2013 4:00,16.332,0,0
349,5/30/2013 6:00,15.951,1636.1,1636.1
350,5/30/2013 8:00,27.862,55111.5,55111.5
351,5/30/2013 10:00,33.639,126756.4,126756.4
352,5/30/2013 12:00,35.009,209423.6,209423.6
353,5/30/2013 14:00,36.511,74400.5,74400.5
354,5/30/2013 16:00,41.692,176356.7,176356.7
355,5/30/2013 18:00,37.604,93689.5,93689.5
356,5/30/2013 20:00,26.977,3272.2,3272.2
357,5/30/2013 22:00,23.773,0,0
358,5/31/2013 0:00,19.567,0,0
359,5/31/2013 2:00,19.567,0,0
360,5/31/2013 4:00,18.14,0,0
361,5/31/2013 6:00,17.379,2238.9,2238.9
362,5/31/2013 8:00,29.652,55111.5,55111.5
363,5/31/2013 10:00,35.435,132267.5,132267.5
364,5/31/2013 12:00,33.953,42711.4,42711.4
365,5/31/2013 14:00,34.479,41333.6,41333.6
366,5/31/2013 16:00,31.778,28933.5,28933.5
367,5/31/2013 18:00,28.655,11022.3,11022.3
368,5/31/2013 20:00,23.004,1980.6,1980.6
369,5/31/2013 22:00,21.569,0,0
370,6/1/2013 0:00,19.472,0,0
371,6/1/2013 2:00,19.282,0,0
372,6/1/2013 4:00,19.282,0,0
373,6/1/2013 6:00,18.806,667.4,667.4
374,6/1/2013 8:00,20.519,10677.8,10677.8
375,6/1/2013 10:00,23.581,27555.7,27555.7
376,6/1/2013 12:00,28.953,46844.8,46844.8
377,6/1/2013 14:00,27.862,16533.4,16533.4
378,6/1/2013 16:00,24.545,52355.9,52355.9
379,6/1/2013 18:00,23.677,14466.8,14466.8
380,6/1/2013 20:00,23.484,5511.1,5511.1
381,6/1/2013 22:00,20.519,0,0
382,6/2/2013 0:00,20.519,0,0
383,6/2/2013 2:00,18.616,0,0
384,6/2/2013 4:00,17.76,0,0
385,6/2/2013 6:00,18.236,258.3,258.3
386,6/2/2013 8:00,18.806,3272.2,3272.2
387,6/2/2013 10:00,26.39,170845.6,170845.6
388,6/2/2013 12:00,28.258,41333.6,41333.6
389,6/2/2013 14:00,27.173,38578,38578
390,6/2/2013 16:00,26.39,209423.6,209423.6
391,6/2/2013 18:00,26.195,137778.7,137778.7
392,6/2/2013 20:00,13.461,4650,4650
393,6/2/2013 22:00,9.866,0,0
394,6/3/2013 0:00,9.176,0,0
395,6/3/2013 2:00,8.879,0,0
396,6/3/2013 4:00,5.962,0,0
397,6/3/2013 6:00,4.727,2066.7,2066.7
398,6/3/2013 8:00,16.332,42711.4,42711.4
399,6/3/2013 10:00,22.812,154312.1,154312.1
400,6/3/2013 12:00,18.521,34444.7,34444.7
401,6/3/2013 14:00,20.329,37200.2,37200.2
402,6/3/2013 16:00,25.416,198401.3,198401.3
403,6/3/2013 18:00,25.805,126756.4,126756.4
404,6/3/2013 20:00,13.942,3788.9,3788.9
405,6/3/2013 22:00,10.357,0,0
406,6/4/2013 0:00,6.877,0,0
407,6/4/2013 2:00,6.674,0,0
408,6/4/2013 4:00,5.655,0,0
409,6/4/2013 6:00,3.788,1808.3,1808.3
410,6/4/2013 8:00,17.094,66133.8,66133.8
411,6/4/2013 10:00,23.869,154312.1,154312.1
412,6/4/2013 12:00,20.519,31689.1,31689.1
413,6/4/2013 14:00,22.525,26178,26178
414,6/4/2013 16:00,24.931,30311.3,30311.3
415,6/4/2013 18:00,27.173,115734.1,115734.1
416,6/4/2013 20:00,15.855,5511.1,5511.1
417,6/4/2013 22:00,13.173,0,0
418,6/5/2013 0:00,10.651,0,0
419,6/5/2013 2:00,11.431,0,0
420,6/5/2013 4:00,10.748,0,0
421,6/5/2013 6:00,10.357,925.7,925.7
422,6/5/2013 8:00,14.23,15844.5,15844.5
423,6/5/2013 10:00,17.76,35822.5,35822.5
424,6/5/2013 12:00,19.853,42711.4,42711.4
425,6/5/2013 14:00,23.292,74400.5,74400.5
426,6/5/2013 16:00,19.948,39955.8,39955.8
427,6/5/2013 18:00,22.046,38578,38578
428,6/5/2013 20:00,16.141,3616.7,3616.7
429,6/5/2013 22:00,15.378,0,0
430,6/6/2013 0:00,13.942,0,0
431,6/6/2013 2:00,14.325,0,0
432,6/6/2013 4:00,13.461,0,0
433,6/6/2013 6:00,12.883,484.4,484.4
434,6/6/2013 8:00,13.461,6200,6200
435,6/6/2013 10:00,15.282,20666.8,20666.8
436,6/6/2013 12:00,16.618,28933.5,28933.5
437,6/6/2013 14:00,13.75,10333.4,10333.4
438,6/6/2013 16:00,12.207,7577.8,7577.8
439,6/6/2013 18:00,11.625,4133.4,4133.4
440,6/6/2013 20:00,11.334,936.5,936.5
441,6/6/2013 22:00,11.334,0,0
442,6/7/2013 0:00,11.916,0,0
443,6/7/2013 2:00,12.013,0,0
444,6/7/2013 4:00,11.625,0,0
445,6/7/2013 6:00,11.819,785.8,785.8
446,6/7/2013 8:00,13.558,15155.7,15155.7
447,6/7/2013 10:00,14.9,14466.8,14466.8
448,6/7/2013 12:00,17.665,37200.2,37200.2
449,6/7/2013 14:00,17.855,30311.3,30311.3
450,6/7/2013 16:00,16.332,8266.7,8266.7
451,6/7/2013 18:00,15.855,4650,4650
452,6/7/2013 20:00,14.9,1980.6,1980.6
453,6/7/2013 22:00,14.23,0,0
454,6/8/2013 0:00,13.942,0,0
455,6/8/2013 2:00,13.173,0,0
456,6/8/2013 4:00,13.173,0,0
457,6/8/2013 6:00,13.076,527.4,527.4
458,6/8/2013 8:00,14.709,8266.7,8266.7
459,6/8/2013 10:00,17.855,33066.9,33066.9
460,6/8/2013 12:00,22.238,46844.8,46844.8
461,6/8/2013 14:00,21.664,26178,26178
462,6/8/2013 16:00,24.351,44089.2,44089.2
463,6/8/2013 18:00,19.662,6200,6200
464,6/8/2013 20:00,17.665,2669.5,2669.5
465,6/8/2013 22:00,15.091,0,0
466,6/9/2013 0:00,10.944,0,0
467,6/9/2013 2:00,10.944,0,0
468,6/9/2013 4:00,8.481,0,0
469,6/9/2013 6:00,8.382,3272.2,3272.2
470,6/9/2013 8:00,21.378,71644.9,71644.9
471,6/9/2013 10:00,29.853,143289.8,143289.8
472,6/9/2013 12:00,26.39,55111.5,55111.5
473,6/9/2013 14:00,28.655,42711.4,42711.4
474,6/9/2013 16:00,28.853,44089.2,44089.2
475,6/9/2013 18:00,31.778,93689.5,93689.5
476,6/9/2013 20:00,20.996,8611.2,8611.2
477,6/9/2013 22:00,15.187,0,0
478,6/10/2013 0:00,15.664,0,0
479,6/10/2013 2:00,15.569,0,0
480,6/10/2013 4:00,16.046,0,0
481,6/10/2013 6:00,16.427,1377.8,1377.8
482,6/10/2013 8:00,17.855,9300.1,9300.1
483,6/10/2013 10:00,16.808,31689.1,31689.1
484,6/10/2013 12:00,17.95,23422.4,23422.4
485,6/10/2013 14:00,17.57,16533.4,16533.4
486,6/10/2013 16:00,16.903,4650,4650
487,6/10/2013 18:00,16.999,7577.8,7577.8
488,6/10/2013 20:00,16.713,850.4,850.4
489,6/10/2013 22:00,15.76,0,0
490,6/11/2013 0:00,15.855,0,0
491,6/11/2013 2:00,15.855,0,0
492,6/11/2013 4:00,15.951,0,0
493,6/11/2013 6:00,15.76,387.5,387.5
494,6/11/2013 8:00,16.903,10333.4,10333.4
495,6/11/2013 10:00,18.996,17911.2,17911.2
496,6/11/2013 12:00,23.004,55111.5,55111.5
497,6/11/2013 14:00,26.585,79911.6,79911.6
498,6/11/2013 16:00,27.862,74400.5,74400.5
499,6/11/2013 18:00,30.457,121245.2,121245.2
500,6/11/2013 20:00,20.329,4822.3,4822.3
501,6/11/2013 22:00,16.713,0,0
502,6/12/2013 0:00,13.846,0,0
503,6/12/2013 2:00,15.187,0,0
504,6/12/2013 4:00,12.497,0,0
505,6/12/2013 6:00,11.625,1980.6,1980.6
506,6/12/2013 8:00,25.708,63378.2,63378.2
507,6/12/2013 10:00,31.268,143289.8,143289.8
508,6/12/2013 12:00,26.097,28933.5,28933.5
509,6/12/2013 14:00,26.292,27555.7,27555.7
510,6/12/2013 16:00,27.961,42711.4,42711.4
511,6/12/2013 18:00,23.004,17222.3,17222.3
512,6/12/2013 20:00,19.662,1270.1,1270.1
513,6/12/2013 22:00,15.473,0,0
514,6/13/2013 0:00,15.187,0,0
515,6/13/2013 2:00,14.9,0,0
516,6/13/2013 4:00,15.76,0,0
517,6/13/2013 6:00,15.855,96.9,96.9
518,6/13/2013 8:00,14.421,4650,4650
519,6/13/2013 10:00,16.046,13089,13089
520,6/13/2013 12:00,22.812,52355.9,52355.9
521,6/13/2013 14:00,27.075,41333.6,41333.6
522,6/13/2013 16:00,23.1,22044.6,22044.6
523,6/13/2013 18:00,20.043,15155.7,15155.7
524,6/13/2013 20:00,17.189,4477.8,4477.8
525,6/13/2013 22:00,15.282,0,0
526,6/14/2013 0:00,15.187,0,0
527,6/14/2013 2:00,13.558,0,0
528,6/14/2013 4:00,13.846,0,0
529,6/14/2013 6:00,14.134,1722.2,1722.2
530,6/14/2013 8:00,17.094,23422.4,23422.4
531,6/14/2013 10:00,25.416,143289.8,143289.8
532,6/14/2013 12:00,22.908,30311.3,30311.3
533,6/14/2013 14:00,24.448,28933.5,28933.5
534,6/14/2013 16:00,26,137778.7,137778.7
535,6/14/2013 18:00,29.053,121245.2,121245.2
536,6/14/2013 20:00,18.331,4994.5,4994.5
537,6/14/2013 22:00,13.942,0,0
538,6/15/2013 0:00,11.625,0,0
539,6/15/2013 2:00,10.357,0,0
540,6/15/2013 4:00,7.381,0,0
541,6/15/2013 6:00,6.674,2755.6,2755.6
542,6/15/2013 8:00,19.853,63378.2,63378.2
543,6/15/2013 10:00,32.6,154312.1,154312.1
544,6/15/2013 12:00,25.319,33066.9,33066.9
545,6/15/2013 14:00,28.853,52355.9,52355.9
546,6/15/2013 16:00,30.76,44089.2,44089.2
547,6/15/2013 18:00,30.154,66133.8,66133.8
548,6/15/2013 20:00,21.951,6544.5,6544.5
549,6/15/2013 22:00,17.855,0,0
550,6/16/2013 0:00,15.282,0,0
551,6/16/2013 2:00,13.846,0,0
552,6/16/2013 4:00,16.046,0,0
553,6/16/2013 6:00,17.76,150.7,150.7
554,6/16/2013 8:00,16.427,2325,2325
555,6/16/2013 10:00,16.903,8611.2,8611.2
556,6/16/2013 12:00,26.195,60622.6,60622.6
557,6/16/2013 14:00,28.853,60622.6,60622.6
558,6/16/2013 16:00,30.558,33066.9,33066.9
559,6/16/2013 18:00,32.086,34444.7,34444.7
560,6/16/2013 20:00,22.142,5166.7,5166.7
561,6/16/2013 22:00,18.616,0,0
562,6/17/2013 0:00,17.76,0,0
563,6/17/2013 2:00,14.9,0,0
564,6/17/2013 4:00,13.846,0,0
565,6/17/2013 6:00,12.594,1722.2,1722.2
566,6/17/2013 8:00,17.379,20666.8,20666.8
567,6/17/2013 10:00,29.053,143289.8,143289.8
568,6/17/2013 12:00,25.222,22044.6,22044.6
569,6/17/2013 14:00,27.075,44089.2,44089.2
570,6/17/2013 16:00,27.665,154312.1,154312.1
571,6/17/2013 18:00,25.708,46844.8,46844.8
572,6/17/2013 20:00,19.092,6200,6200
573,6/17/2013 22:00,14.325,0,0
574,6/18/2013 0:00,13.75,0,0
575,6/18/2013 2:00,13.75,0,0
576,6/18/2013 4:00,12.401,0,0
577,6/18/2013 6:00,12.401,215.3,215.3
578,6/18/2013 8:00,13.846,7233.4,7233.4
579,6/18/2013 10:00,25.805,137778.7,137778.7
580,6/18/2013 12:00,22.812,30311.3,30311.3
581,6/18/2013 14:00,24.255,30311.3,30311.3
582,6/18/2013 16:00,25.125,34444.7,34444.7
583,6/18/2013 18:00,29.152,132267.5,132267.5
584,6/18/2013 20:00,17.57,4822.3,4822.3
585,6/18/2013 22:00,13.173,0,0
586,6/19/2013 0:00,10.944,0,0
587,6/19/2013 2:00,8.779,0,0
588,6/19/2013 4:00,7.179,0,0
589,6/19/2013 6:00,6.064,2411.1,2411.1
